Orthogroup	Smed_jakke	g_tig_TfinalCDS
OG0000562	MSTRG.18239.3.p1, SMEST061009001.1.p1	m.6216_1
OG0000562	MSTRG.6471.1.p1	m.9414_1
OG0000562	MSTRG.18357.1.p1	m.4355_1
OG0000562	MSTRG.4343.3.p1	m.6921_1
OG0000564	SMEST048786002.1.p1	m.21845_1
OG0000564	MSTRG.5765.3.p1, MSTRG.5765.2.p1, MSTRG.5765.4.p1	m.18633_1
OG0000564	MSTRG.5765.5.p1	m.18632_1
OG0000564	SMEST032020001.1.p1	m.19887_1
OG0000565	MSTRG.8328.1.p1, SMEST023446001.1.p1	m.246_1
OG0000565	SMEST077907001.1.p1	m.1790_1
OG0000565	SMEST014812001.1.p1	m.4086_1
OG0000565	SMEST044557001.1.p1	m.214_1
OG0000565	MSTRG.16837.3.p1, SMEST055715002.1.p1	m.952_1
OG0000565	MSTRG.11816.2.p1, SMEST037789001.1.p1	m.980_1
OG0000565	MSTRG.11148.1.p1, SMEST034019001.1.p1	m.2994_1
OG0000565	MSTRG.10406.1.p1	m.2007_1
OG0000566	SMEST078844001.1.p1	m.772_1
OG0000566	SMEST081859001.1.p1	m.3980_1
OG0000566	MSTRG.18993.2.p1	m.5506_1, m.3002_1
OG0000566	SMEST064169001.1.p1	m.286_1, m.2664_1
OG0000567	SMEST058686002.1.p1	m.38647_1, m.28307_1, m.42382_1, m.40630_1
OG0000567	MSTRG.15941.1.p1	m.31922_1, m.35631_1, m.31921_1, m.41967_1, m.41959_1, m.43001_1, m.42266_1, m.43204_1, m.36814_1, m.43239_1, m.2063_1, m.37043_1, m.39122_1, m.34487_1, m.31719_1, m.28054_1, m.36276_1, m.34497_1, m.40629_1, m.43234_1, m.20315_1
OG0000568	MSTRG.14628.2.p1, MSTRG.14628.3.p1, SMEST047739001.1.p1	m.20661_1, m.20660_1
OG0000568	SMEST026000004.1.p1, SMEST026000003.1.p1	m.21796_1, m.21791_1
OG0000568	SMEST040562001.1.p1	m.16973_1
OG0000568	SMEST074430001.1.p1, SMEST074430003.1.p1, SMEST074430002.1.p1	m.18680_1
OG0000568	MSTRG.5145.8.p3, MSTRG.21599.8.p3, MSTRG.21599.9.p1, MSTRG.19279.1.p3	m.33280_1
OG0000568	MSTRG.21843.1.p2	m.20663_1
OG0000570	MSTRG.5828.1.p2	m.19438_1
OG0000570	SMEST022085001.1.p1	m.3943_1
OG0000570	SMEST039918001.1.p1, SMEST039918002.1.p1	m.5153_1
OG0000570	SMEST020884001.1.p1, SMEST020882001.1.p1	m.43617_1
OG0000570	SMEST020952001.1.p1, SMEST020955001.1.p1	m.1443_1
OG0000570	SMEST020954001.1.p1	m.1072_1
OG0000570	SMEST068163001.1.p1	m.3025_1
OG0000570	MSTRG.11615.2.p1, SMEST035960001.1.p1	m.2083_1
OG0000570	SMEST051705001.1.p1	m.6517_1
OG0000570	SMEST079952001.1.p1	m.231_1
OG0000570	SMEST075112001.1.p1, MSTRG.22075.2.p1	m.5499_1
OG0000570	MSTRG.15359.2.p1, SMEST053425001.1.p1	m.1484_1
OG0000572	SMEST081970001.1.p1, MSTRG.22903.3.p1	m.4274_1
OG0000573	SMEST049234002.1.p1, SMEST049234005.1.p1, SMEST049234004.1.p1, MSTRG.15032.2.p1, MSTRG.15032.1.p1, SMEST049234001.1.p1	m.16676_1, m.16675_1
OG0000573	SMEST024212001.1.p1, MSTRG.8530.12.p1, MSTRG.8530.13.p1	m.19998_1
OG0000574	MSTRG.11061.1.p1	m.4416_1
OG0000574	SMEST077710001.1.p1	m.6039_1
OG0000574	SMEST030619001.1.p1	m.3380_1
OG0000574	MSTRG.603.2.p1, SMEST026178001.1.p1	m.3406_1
OG0000576	MSTRG.12005.1.p1	m.43545_1
OG0000576	SMEST026465001.1.p1	m.133_1
OG0000576	SMEST033716001.1.p1	m.1760_1
OG0000579	MSTRG.18158.3.p1, MSTRG.18591.12.p1, MSTRG.18591.5.p1, MSTRG.18591.10.p1, SMEST062429001.1.p1	m.4455_1
OG0000579	SMEST055750001.1.p1	m.15706_1
OG0000579	MSTRG.12795.1.p1, MSTRG.12795.4.p1, MSTRG.12795.7.p1, MSTRG.12795.2.p1, SMEST041045001.1.p1	m.819_1
OG0000579	MSTRG.2267.5.p2, MSTRG.5574.2.p2, SMEST004848001.1.p1, MSTRG.2253.2.p1, MSTRG.2267.4.p1, SMEST004822001.1.p1, MSTRG.2267.6.p1, SMEST004820002.1.p1, MSTRG.5574.3.p1, SMEST004806002.1.p1, SMEST004806003.1.p1, MSTRG.2267.1.p1, MSTRG.2255.4.p1, MSTRG.18893.1.p1	m.7794_1
OG0000580	SMEST010916001.1.p1	m.5366_1
OG0000580	SMEST001774001.1.p1	m.12737_1
OG0000581	SMEST051697001.1.p1	m.32351_1
OG0000582	MSTRG.10116.3.p1, MSTRG.10116.2.p1, MSTRG.10116.1.p1, SMEST032148002.1.p1	m.36951_1, m.36963_1
OG0000582	MSTRG.22538.5.p1, SMEST077093003.1.p1, SMEST077093001.1.p1	m.16833_1
OG0000582	MSTRG.15879.1.p2, MSTRG.15879.4.p2, MSTRG.15879.3.p1, SMEST058236001.1.p1	m.22922_1
OG0000582	MSTRG.11156.4.p1	m.9625_1
OG0000582	MSTRG.17073.11.p1, MSTRG.17073.6.p1, SMEST056509003.1.p1, MSTRG.17073.10.p1, MSTRG.17073.1.p1	m.18908_1
OG0000582	MSTRG.1412.11.p1, MSTRG.1412.10.p2, MSTRG.1412.12.p1, MSTRG.1412.7.p1, MSTRG.1412.13.p1, MSTRG.1412.9.p1, MSTRG.1412.8.p1, MSTRG.1412.14.p1, MSTRG.1412.6.p1, MSTRG.1412.10.p1, MSTRG.1412.4.p1, MSTRG.1412.5.p1, MSTRG.1412.1.p1	m.27404_1, m.27402_1
OG0000583	MSTRG.7444.6.p1	m.17612_1
OG0000583	MSTRG.7444.1.p1, SMEST022892001.1.p1	m.9357_1
OG0000583	MSTRG.7260.1.p1, SMEST023274001.1.p1	m.13436_1
OG0000584	SMEST050855001.1.p1, SMEST076607001.1.p1, MSTRG.22479.2.p1, MSTRG.22641.3.p1, MSTRG.22641.1.p1	m.27731_1
OG0000585	MSTRG.14538.21.p1, MSTRG.14538.18.p1, MSTRG.14538.11.p1, MSTRG.14538.8.p1, MSTRG.14538.32.p1, MSTRG.14538.29.p1, MSTRG.14538.33.p1, MSTRG.14538.27.p1, MSTRG.14538.31.p1, MSTRG.14538.3.p1, MSTRG.14538.24.p1, MSTRG.14538.20.p1, SMEST046919003.1.p1, MSTRG.14538.4.p1, SMEST046919001.1.p1, SMEST046919004.1.p1, MSTRG.14538.17.p1, SMEST046919002.1.p1, MSTRG.14538.7.p1, MSTRG.14538.26.p1, MSTRG.14538.25.p1, MSTRG.14538.10.p1, MSTRG.14538.23.p1, MSTRG.14538.22.p1, MSTRG.14538.9.p1, MSTRG.14538.2.p1, MSTRG.14538.1.p1, MSTRG.14538.19.p1, MSTRG.14538.6.p1	m.23473_1, m.23466_1, m.23459_1, m.23457_1, m.23458_1, m.23471_1, m.23464_1, m.23448_1, m.23470_1, m.23463_1
OG0000586	MSTRG.18889.4.p1, SMEST063232001.1.p1	m.1956_1
OG0000590	SMEST011089001.1.p1	m.26895_1
OG0000590	SMEST006858001.1.p1	m.20373_1
OG0000590	MSTRG.4926.3.p1, SMEST013689001.1.p1	m.6733_1
OG0000591	MSTRG.20504.1.p1	m.9461_1
OG0000591	SMEST057300002.1.p1, MSTRG.17253.1.p1	m.31994_1
OG0000591	SMEST042480002.1.p1	m.6505_1
OG0000592	SMEST026382001.1.p1, MSTRG.659.1.p1	m.15426_1
OG0000592	MSTRG.2001.6.p3, MSTRG.2001.7.p2, MSTRG.2001.5.p1, SMEST003943001.1.p1, SMEST003943002.1.p1, SMEST003943005.1.p1, MSTRG.2001.4.p2	m.15490_1
OG0000593	SMEST066862001.1.p1	m.3323_1
OG0000593	SMEST021216001.1.p1	m.357_1
OG0000594	SMEST032890001.1.p1	m.9607_1
OG0000594	SMEST018613001.1.p1	m.1739_1
OG0000595	MSTRG.6945.3.p1, MSTRG.6945.4.p1, MSTRG.6945.5.p1, SMEST019746001.1.p1	m.3953_1
OG0000595	MSTRG.8762.5.p1, SMEST042233001.1.p1, SMEST042233002.1.p1, SMEST042233003.1.p1, MSTRG.8762.6.p1	m.24094_1, m.24096_1, m.24098_1, m.24100_1
OG0000595	MSTRG.16791.1.p2	m.10892_1
OG0000596	MSTRG.17670.2.p1, MSTRG.17670.3.p1, SMEST064795002.1.p1	m.37424_1
OG0000596	SMEST011386001.1.p1	m.9856_1
OG0000596	SMEST077082001.1.p1, MSTRG.22532.2.p2	m.24706_1, m.24707_1
OG0000596	MSTRG.5496.37.p1, MSTRG.5496.45.p1, MSTRG.5496.50.p1, MSTRG.5496.23.p1, MSTRG.5496.44.p4, SMEST017288002.1.p1, MSTRG.5496.4.p1, MSTRG.5496.1.p1, MSTRG.5496.35.p2, MSTRG.5496.7.p3	m.33049_1
OG0000596	MSTRG.5496.35.p1	m.34287_1
OG0000597	MSTRG.20216.1.p1	m.21268_1, m.21272_1
OG0000597	SMEST064788002.1.p1, SMEST064788003.1.p1, MSTRG.17662.2.p1	m.15821_1
OG0000598	SMEST013622001.1.p1	m.24121_1
OG0000598	MSTRG.13253.8.p1, MSTRG.13253.7.p1, MSTRG.13253.10.p1, SMEST051963002.1.p1, MSTRG.13253.7.p2, MSTRG.13253.3.p1, MSTRG.13253.4.p1	m.16136_1
OG0000599	SMEST020718001.1.p1, MSTRG.7244.2.p1	m.4560_1
OG0000599	SMEST074092001.1.p1, SMEST075029001.1.p1, MSTRG.22053.2.p1	m.7933_1
OG0000599	SMEST042142001.1.p1	m.11481_1
OG0000599	SMEST063133001.1.p1	m.11546_1
OG0000599	SMEST053893001.1.p1	m.21973_1
OG0000599	MSTRG.2707.1.p1	m.10940_1
OG0000599	MSTRG.1584.1.p1	m.17915_1
OG0000599	SMEST037421001.1.p1	m.7930_1
OG0000599	SMEST000903001.1.p1	m.6462_1
OG0000599	MSTRG.6941.3.p1	m.3129_1
OG0000599	MSTRG.18226.1.p1	m.2690_1
OG0000600	SMEST016277001.1.p1	m.31668_1
OG0000600	SMEST016277002.1.p1	m.31667_1, m.31666_1
OG0000600	MSTRG.21298.23.p2, MSTRG.21298.24.p1, MSTRG.21298.23.p1, MSTRG.21298.21.p1, MSTRG.21298.17.p1, MSTRG.21298.19.p1, MSTRG.21298.15.p1, MSTRG.21298.5.p1, SMEST072426004.1.p1, MSTRG.21298.9.p1, SMEST072426001.1.p1, SMEST072426002.1.p1, MSTRG.21298.16.p2, MSTRG.21298.6.p2, SMEST072426005.1.p1	m.20058_1, m.20040_1, m.20065_1, m.20056_1, m.20070_1, m.20054_1, m.20037_1, m.20044_1, m.20042_1, m.20060_1, m.20046_1, m.20050_1, m.20068_1
OG0000601	SMEST004705001.1.p1	m.2283_1
OG0000601	MSTRG.18032.1.p1	m.7765_1
OG0000602	SMEST012056001.1.p1, SMEST012065001.1.p1, SMEST056398001.1.p1, MSTRG.17139.2.p1, SMEST020771001.1.p1, MSTRG.6618.1.p1	m.6218_1
OG0000602	MSTRG.20282.4.p1, MSTRG.20282.3.p2, MSTRG.20282.5.p2	m.2364_1
OG0000602	MSTRG.11225.2.p1, SMEST034372001.1.p1, MSTRG.11225.1.p1	m.2882_1
OG0000602	SMEST052032001.1.p1	m.3799_1
OG0000602	SMEST034017001.1.p1	m.9488_1, m.21474_1
OG0000602	SMEST023365001.1.p1	m.3330_1
OG0000603	MSTRG.18225.3.p1, MSTRG.18225.5.p1, MSTRG.18225.6.p1, MSTRG.18225.7.p1	m.449_1
OG0000603	MSTRG.6221.6.p1, SMEST045568001.1.p1	m.1673_1
OG0000603	MSTRG.10873.11.p1, MSTRG.10873.7.p1, MSTRG.10873.4.p1, MSTRG.10873.6.p1, SMEST034854001.1.p1, SMEST034854002.1.p1	m.22992_1, m.22993_1
OG0000603	SMEST020502001.1.p1	m.11704_1
OG0000603	MSTRG.7175.1.p1	m.7138_1
OG0000604	SMEST068025001.1.p1	m.1053_1
OG0000604	MSTRG.2241.3.p2, MSTRG.2241.1.p2, SMEST024142002.1.p1, MSTRG.8507.2.p1	m.1560_1
OG0000605	MSTRG.5766.2.p1, MSTRG.5766.4.p1	m.18638_1
OG0000606	MSTRG.7187.19.p1, MSTRG.7187.21.p1, MSTRG.7187.17.p2, MSTRG.7187.18.p2, MSTRG.7187.16.p1	m.35321_1
OG0000606	MSTRG.7187.18.p1	m.35322_1
OG0000611	MSTRG.9243.2.p1, SMEST028955001.1.p1	m.2990_1
OG0000612	MSTRG.19050.1.p1	m.11632_1
OG0000612	MSTRG.12482.1.p1	m.36744_1
OG0000612	SMEST039881002.1.p1	m.36749_1
OG0000612	SMEST006493001.1.p1	m.205_1
OG0000613	SMEST060721002.1.p1, MSTRG.18145.4.p1, MSTRG.18146.4.p1, MSTRG.18146.3.p1, SMEST060723001.1.p1	m.3266_1
OG0000613	MSTRG.12322.2.p1, SMEST038167001.1.p1	m.970_1
OG0000614	MSTRG.16158.6.p1, MSTRG.16158.7.p1, MSTRG.16158.3.p1, MSTRG.16158.1.p1	m.16403_1
OG0000614	MSTRG.7088.9.p2, SMEST020277001.1.p1, MSTRG.7088.2.p1, MSTRG.7088.8.p1	m.17181_1
OG0000615	SMEST019971001.1.p1	m.14905_1
OG0000615	MSTRG.5300.2.p1, MSTRG.5300.1.p1, SMEST017008002.1.p1	m.3884_1
OG0000615	MSTRG.17582.3.p1, MSTRG.17582.1.p1	m.19526_1
OG0000616	MSTRG.17551.4.p1, MSTRG.17551.8.p2, MSTRG.17551.9.p1, MSTRG.17551.6.p2	m.32029_1, m.32026_1
OG0000616	MSTRG.17551.3.p1, MSTRG.17551.5.p1, SMEST064419002.1.p1	m.33330_1
OG0000616	MSTRG.6361.7.p1, MSTRG.6361.14.p1, MSTRG.6361.16.p1, MSTRG.6361.15.p1, MSTRG.6361.13.p1, MSTRG.6361.14.p2, MSTRG.6361.3.p1, SMEST018012002.1.p1, MSTRG.6361.8.p1, MSTRG.6361.11.p1	m.19138_1, m.19139_1
OG0000617	SMEST024235002.1.p1	m.6788_1
OG0000617	MSTRG.1481.2.p1, MSTRG.1481.1.p1, SMEST001807001.1.p1	m.3863_1
OG0000617	SMEST066780003.1.p1	m.4413_1
OG0000619	MSTRG.15425.3.p1	m.2902_1
OG0000620	MSTRG.4603.4.p1, MSTRG.4603.3.p1, SMEST012792001.1.p1	m.16362_1
OG0000620	SMEST062821002.1.p1	m.6279_1
OG0000621	SMEST009262001.1.p1, MSTRG.5656.7.p1, SMEST015616001.1.p1, MSTRG.5656.8.p2, MSTRG.5656.10.p2, MSTRG.5656.4.p2	m.6104_1
OG0000621	MSTRG.20536.5.p1, SMEST074026003.1.p1, MSTRG.20536.8.p2, MSTRG.20536.9.p1	m.21701_1, m.21702_1, m.21703_1
OG0000622	SMEST026208001.1.p1	m.5900_1
OG0000622	MSTRG.6246.1.p1, MSTRG.6246.3.p1	m.4001_1
OG0000622	MSTRG.4608.7.p2, SMEST012838004.1.p1, SMEST012838003.1.p1, MSTRG.4608.1.p1, MSTRG.4608.2.p1, MSTRG.4608.7.p1, SMEST012838002.1.p1	m.28241_1, m.28243_1, m.28245_1
OG0000622	MSTRG.13165.5.p1, MSTRG.13165.2.p1, MSTRG.13165.8.p1, MSTRG.13165.7.p1, SMEST051636002.1.p1, MSTRG.13165.6.p1	m.26493_1
OG0000622	MSTRG.15747.4.p1, MSTRG.15747.3.p1, SMEST059133001.1.p1	m.32389_1, m.32386_1
OG0000623	SMEST018967001.1.p1, SMEST078501002.1.p1, MSTRG.6069.4.p1, MSTRG.6069.4.p2	m.24315_1
OG0000623	MSTRG.9732.2.p1, MSTRG.9732.6.p1, MSTRG.9732.4.p1	m.35270_1
OG0000624	MSTRG.12110.7.p1, MSTRG.12110.10.p1, MSTRG.12110.12.p1, MSTRG.12110.11.p1, SMEST038702002.1.p1	m.4109_1
OG0000624	MSTRG.21470.14.p2, MSTRG.21470.10.p2, MSTRG.21470.13.p2, SMEST073128001.1.p1, MSTRG.21470.7.p1, MSTRG.21470.4.p1, MSTRG.21470.14.p1, MSTRG.21470.12.p1, MSTRG.21470.5.p1, MSTRG.21470.3.p1, MSTRG.21470.11.p1	m.27382_1, m.27388_1, m.27385_1
OG0000625	MSTRG.21999.2.p1, SMEST075160001.1.p1, SMEST079712001.1.p1, MSTRG.538.1.p1, MSTRG.543.2.p1, SMEST025902001.1.p1, SMEST025979002.1.p1, MSTRG.511.2.p1	m.8356_1, m.15689_1
OG0000626	SMEST079667001.1.p1, MSTRG.23319.1.p1, SMEST079583001.1.p1, SMEST079646001.1.p1, SMEST079627001.1.p1, SMEST079633001.1.p1, MSTRG.23254.2.p1	m.28540_1, m.28539_1, m.2167_1, m.19248_1, m.8657_1, m.25778_1, m.18076_1, m.27431_1, m.27432_1, m.8707_1, m.6761_1, m.10696_1
OG0000628	SMEST067568001.1.p1, SMEST067566001.1.p1, SMEST076635001.1.p1, SMEST048177001.1.p1, SMEST031764002.1.p1	m.41024_1
OG0000628	SMEST064797001.1.p1, SMEST076049001.1.p1	m.42904_1, m.27921_1, m.41241_1, m.5628_1, m.17278_1
OG0000628	MSTRG.10952.11.p3, SMEST064798001.1.p1, SMEST064600001.1.p1	m.36516_1, m.36517_1, m.38525_1, m.43303_1, m.21457_1, m.33570_1, m.42806_1, m.43134_1, m.38882_1, m.43406_1
OG0000628	SMEST065270001.1.p1, SMEST028313001.1.p1, SMEST059415001.1.p1, SMEST019634001.1.p1, SMEST005509001.1.p1, SMEST038873001.1.p1	m.40016_1
OG0000628	SMEST007802001.1.p1, SMEST013825002.1.p1, SMEST055549001.1.p1, SMEST048180001.1.p1, SMEST059416001.1.p1, SMEST012165001.1.p1, SMEST020160001.1.p1, SMEST068737001.1.p1, SMEST028308001.1.p1, SMEST019677001.1.p1	m.42173_1, m.43298_1, m.34816_1, m.43334_1, m.13227_1, m.34811_1, m.43358_1, m.15983_1, m.43333_1, m.39278_1, m.1693_1, m.36082_1
OG0000628	SMEST018454001.1.p1	m.40020_1
OG0000628	SMEST054470001.1.p1	m.42938_1, m.5025_1
OG0000630	MSTRG.2271.1.p2, SMEST004840001.1.p1	m.11216_1
OG0000630	SMEST005384001.1.p1	m.10766_1
OG0000631	MSTRG.7529.15.p2, MSTRG.7529.1.p3, SMEST023006003.1.p1, SMEST023006006.1.p1	m.38483_1, m.38482_1, m.38480_1
OG0000631	MSTRG.22688.4.p1, MSTRG.22688.6.p1, SMEST081696001.1.p1	m.29276_1
OG0000631	SMEST035098001.1.p1	m.19505_1
OG0000631	SMEST066485001.1.p1	m.33419_1
OG0000631	SMEST039799001.1.p1	m.30976_1
OG0000632	MSTRG.12311.8.p1, MSTRG.12311.3.p1	m.11871_1
OG0000632	SMEST031934001.1.p1, MSTRG.10008.3.p1, MSTRG.10008.5.p1	m.3057_1
OG0000633	MSTRG.6804.5.p2, SMEST021391001.1.p1	m.10177_1
OG0000633	MSTRG.6804.4.p1, MSTRG.6804.6.p1	m.10175_1
OG0000633	MSTRG.886.14.p1, SMEST003186007.1.p1, SMEST003186004.1.p1, MSTRG.886.12.p1, MSTRG.886.10.p1, MSTRG.886.3.p1, MSTRG.886.6.p1, MSTRG.886.5.p1, MSTRG.886.7.p1	m.7046_1, m.7032_1, m.7038_1, m.7043_1, m.7037_1, m.7029_1, m.7042_1, m.7039_1
OG0000634	SMEST030838001.1.p1, SMEST026764005.1.p1, SMEST026764006.1.p1, SMEST026764002.1.p1, SMEST026764007.1.p1, SMEST026762006.1.p1, SMEST026762008.1.p1, SMEST026762001.1.p1, SMEST068706001.1.p1	m.1277_1
OG0000634	SMEST026766001.1.p1	m.30271_1
OG0000636	MSTRG.20444.5.p2, MSTRG.20444.6.p3, MSTRG.20444.1.p2, MSTRG.20444.9.p1, SMEST073604001.1.p1, SMEST073604002.1.p1, MSTRG.20444.4.p1, MSTRG.20444.1.p1, MSTRG.20444.6.p2	m.17896_1
OG0000636	MSTRG.19212.4.p5, SMEST069643001.1.p1	m.29723_1
OG0000639	SMEST054857001.1.p1	m.6280_1, m.15036_1
OG0000639	MSTRG.21702.4.p2, SMEST074894001.1.p2	m.41596_1
OG0000641	MSTRG.1163.3.p1, SMEST000767002.1.p1	m.8565_1
OG0000641	MSTRG.1041.2.p1, MSTRG.1041.8.p1, MSTRG.1041.5.p1	m.15850_1
OG0000641	SMEST075769001.1.p1, MSTRG.206.3.p1, SMEST026797001.1.p1, MSTRG.206.2.p2	m.12951_1
OG0000641	MSTRG.3344.4.p1, MSTRG.3344.2.p2, MSTRG.3344.3.p2, MSTRG.3344.5.p1	m.8765_1
OG0000644	MSTRG.6372.12.p1, SMEST018015002.1.p1	m.37048_1
OG0000644	MSTRG.8384.14.p1, MSTRG.8384.12.p2, MSTRG.8384.6.p2, MSTRG.8384.11.p1, MSTRG.8384.10.p1, MSTRG.8384.1.p1	m.37453_1
OG0000645	SMEST081060001.1.p1, MSTRG.22714.6.p2	m.34539_1
OG0000645	MSTRG.4925.2.p1, SMEST013684001.1.p1	m.9722_1, m.18250_1
OG0000645	MSTRG.19129.1.p1, MSTRG.19129.6.p1	m.38233_1
OG0000645	MSTRG.19121.1.p1, SMEST069292001.1.p1, MSTRG.19121.3.p1, MSTRG.19121.2.p1	m.17768_1, m.40890_1, m.25321_1, m.18324_1, m.34742_1, m.34741_1, m.34743_1, m.34739_1, m.34744_1, m.34745_1
OG0000645	MSTRG.18516.2.p1, MSTRG.18520.3.p2, SMEST061950001.1.p1, SMEST061945001.1.p1, MSTRG.18520.2.p1, MSTRG.18520.3.p1	m.317_1
OG0000645	MSTRG.19124.7.p1, MSTRG.19124.5.p1, SMEST069298001.1.p1, MSTRG.19124.6.p1	m.37325_1, m.37321_1
OG0000645	MSTRG.12301.1.p1, SMEST038116001.1.p1, MSTRG.12301.4.p1, MSTRG.12301.3.p1	m.33344_1, m.33347_1, m.29354_1, m.4422_1, m.4421_1
OG0000646	MSTRG.8578.2.p1, SMEST024325003.1.p1, SMEST024325007.1.p1	m.27451_1
OG0000646	SMEST048911002.1.p1, MSTRG.15083.6.p1, SMEST048911005.1.p1, MSTRG.15083.8.p1, SMEST048911004.1.p1	m.23253_1, m.23255_1, m.23251_1, m.23248_1
OG0000647	SMEST065597001.1.p1	m.7886_1
OG0000648	MSTRG.13916.2.p2, SMEST043925001.1.p1, SMEST043921001.1.p1, MSTRG.13919.3.p1	m.17054_1
OG0000648	MSTRG.13919.4.p2	m.5981_1
OG0000648	SMEST021810002.1.p1, MSTRG.14366.1.p1, MSTRG.7753.3.p1	m.7152_1
OG0000648	MSTRG.11292.6.p1, MSTRG.11292.5.p1, MSTRG.11292.4.p1, MSTRG.11292.6.p2, SMEST036352001.1.p1	m.31023_1
OG0000649	MSTRG.22226.2.p1, SMEST075694001.1.p1	m.24621_1
OG0000649	MSTRG.22226.3.p1, MSTRG.22226.4.p1	m.24623_1
OG0000649	SMEST080341004.1.p1, SMEST080341003.1.p1, MSTRG.23505.4.p1	m.12590_1
OG0000649	MSTRG.12883.7.p2, MSTRG.12883.5.p1, SMEST040270001.1.p1	m.13313_1
OG0000649	SMEST005406001.1.p1, MSTRG.2491.2.p1, MSTRG.2491.3.p1	m.23022_1, m.23023_1, m.23024_1
OG0000650	SMEST016908001.1.p1	m.10765_1
OG0000650	SMEST068256001.1.p1, MSTRG.20275.4.p1, MSTRG.20275.1.p1, MSTRG.20275.5.p1, SMEST036586001.1.p1	m.18572_1
OG0000652	SMEST062462001.1.p1, MSTRG.18598.8.p1, MSTRG.18598.5.p1, MSTRG.18598.4.p1, MSTRG.18598.7.p2, MSTRG.18602.1.p1, MSTRG.18602.4.p1, SMEST062468001.1.p1, MSTRG.18600.2.p2, MSTRG.18598.5.p2, MSTRG.18598.6.p1, MSTRG.18598.3.p1, MSTRG.6379.8.p2, MSTRG.18600.4.p1, MSTRG.18600.5.p1, MSTRG.18600.8.p1, MSTRG.18602.3.p1, MSTRG.18602.6.p1	m.4343_1
OG0000652	SMEST060693003.1.p1, SMEST060693004.1.p1	m.3172_1, m.3174_1
OG0000652	SMEST060691002.1.p1	m.10683_1, m.20030_1
OG0000652	MSTRG.18136.10.p1, MSTRG.18136.11.p1, MSTRG.18136.3.p2, MSTRG.18133.6.p1, MSTRG.6379.9.p1	m.10681_1
OG0000652	SMEST060699002.1.p1, SMEST060699001.1.p1	m.14677_1, m.14678_1
OG0000652	SMEST061391002.1.p1, MSTRG.18345.17.p1	m.11590_1, m.11586_1, m.11585_1, m.24508_1, m.11227_1, m.11228_1
OG0000654	MSTRG.8663.2.p1, MSTRG.8662.2.p1, SMEST041796001.1.p1, SMEST041818001.1.p1, SMEST041829001.1.p1, MSTRG.8664.2.p1	m.3642_1
OG0000654	SMEST064433001.1.p1, MSTRG.17555.4.p1	m.8231_1, m.9907_1
OG0000654	SMEST064435001.1.p1	m.6625_1
OG0000654	SMEST041729001.1.p1	m.8229_1
OG0000654	MSTRG.17557.3.p1, SMEST064442001.1.p1, SMEST041696001.1.p1, MSTRG.8658.2.p1, MSTRG.8661.5.p1, SMEST041740001.1.p1	m.2080_1, m.2081_1
OG0000654	SMEST031120002.1.p1, SMEST031120001.1.p1	m.2565_1
OG0000654	SMEST066647004.1.p1	m.3282_1
OG0000654	SMEST066647002.1.p1	m.3280_1
OG0000654	MSTRG.7785.2.p1	m.7935_1
OG0000654	SMEST021796001.1.p1	m.7936_1
OG0000654	MSTRG.12447.3.p1, MSTRG.12447.5.p1, SMEST039749003.1.p1, MSTRG.12447.8.p1, MSTRG.12447.6.p1	m.6567_1
OG0000654	MSTRG.8531.4.p1, SMEST024217001.1.p1, MSTRG.8531.3.p1, SMEST024217002.1.p1, MSTRG.8531.6.p1, MSTRG.8531.5.p1, MSTRG.8531.7.p1	m.6566_1
OG0000654	MSTRG.4589.5.p1, MSTRG.4589.6.p1, MSTRG.4589.2.p2, SMEST012532004.1.p1	m.20307_1
OG0000654	MSTRG.3386.9.p1, MSTRG.3386.4.p1, MSTRG.3386.2.p1, MSTRG.3386.3.p1, MSTRG.3386.5.p1, MSTRG.3386.9.p2, MSTRG.3386.1.p1	m.41247_1, m.41249_1
OG0000658	SMEST075512001.1.p1	m.877_1
OG0000658	SMEST042179001.1.p1	m.7064_1
OG0000659	SMEST039610001.1.p1, MSTRG.12710.4.p1	m.5564_1
OG0000661	MSTRG.22333.2.p1, SMEST076461001.1.p1	m.8586_1
OG0000661	MSTRG.22611.1.p1, MSTRG.22611.2.p1	m.2776_1
OG0000661	SMEST066580001.1.p1	m.7113_1
OG0000661	SMEST036494001.1.p1	m.4588_1
OG0000662	MSTRG.8245.2.p1, MSTRG.8245.5.p1, MSTRG.8245.4.p3, MSTRG.8245.6.p1, SMEST025091001.1.p1	m.17260_1, m.17259_1, m.17257_1
OG0000662	SMEST073898001.1.p1, MSTRG.20515.3.p1	m.12720_1
OG0000662	MSTRG.20515.2.p1, SMEST040323001.1.p1	m.16725_1
OG0000662	SMEST046884001.1.p1, MSTRG.14403.5.p1	m.25877_1
OG0000662	MSTRG.1185.4.p2, MSTRG.1185.5.p1, SMEST000615007.1.p1, MSTRG.1185.8.p1	m.9463_1
OG0000663	MSTRG.1853.5.p1, SMEST006390002.1.p1, MSTRG.1853.8.p1, SMEST006390001.1.p1	m.12986_1
OG0000663	SMEST081081002.1.p1, SMEST081081003.1.p1, SMEST027406001.1.p1, MSTRG.15194.6.p1, MSTRG.15194.2.p1	m.16224_1
